Station_number,Observation_time,Showalter_index,Lifted_index,SWEAT_index,Precipitable_water_mm_for_entire_sounding
42647,791123/0000,-0.6,1.06,226.8,43.44
42647,791123/1200,0.51,-1.48,230.23,44.18
42647,791125/1200,3.67,-1.98,164.58,33.75
42647,791126/0000,5.5,4.54,,31.99
42647,791127/1200,-2.57,7.58,,36.42
42647,791128/0000,3.2,1.63,206.38,37.48
42647,791128/1200,3.44,-1.02,177.81,29.19
42647,791129/0000,-5.6,-1.54,329.01,39.81
42647,791129/1200,-0.47,-2.96,183.81,35.69
42647,791130/1200,14.21,6.59,41.98,12.91
42647,791002/0000,,8.63,,4.23
42647,791003/0000,7,3.48,154.41,30.81
42647,791003/1200,3.01,-4.02,180.46,36.16
42647,791004/0000,,0.46,,38.16
42647,791005/0000,3.1,1.59,,23.83
42647,791005/1200,-23.58,-30.51,,32.16
42647,791006/0000,,-20.71,,17.05
42647,791006/1200,8.48,-1.13,125.86,20.67
42647,791008/0000,-2.81,-8.2,,13
42647,791009/0000,10.87,5.25,102.59,18.14
42647,791009/1200,0.77,-3.28,,41.92
42647,791010/0000,,-2.04,,13.48
42647,791010/1200,-0.62,-8.31,206.19,37.04
42647,791011/0000,6.86,5.97,150,20.7
42647,791011/1200,-0.92,-7.61,192.91,35.78
42647,791012/0000,,19,,19.82
42647,791012/1200,-1.62,-9.04,174.98,25.89
42647,791013/1200,13.26,5.3,,34.37
42647,791014/1200,,5.92,,33.74
42647,791015/0000,11.7,7.43,63.99,26.43
42647,791015/1200,0.4,-8.03,,33.79
42647,791016/1200,5.25,6.86,147.78,25.95
42647,791017/1200,57.93,-2.35,23,30.06
42647,791018/1200,2.85,-10.37,,31.28
42647,791019/0000,2.22,-0.32,130.89,23.71
42647,791019/1200,,-7.8,,34.7
42647,791020/0000,-0.36,-0.73,144.39,34.14
42647,791021/0000,4.11,15.88,,22.8
42647,791021/1200,3.05,-10.32,16.98,27.92
42647,791022/0000,1.57,-1.46,112.54,31.36
42647,791022/1200,-3.79,-9.83,284.18,41.1
42647,791023/0000,-1.08,-1.66,366.76,47.11
42647,791024/1200,-9.21,-18.44,,29.77
42647,791025/0000,0.98,7.64,155,25.7
42647,791025/1200,,-5.55,,39.99
42647,791026/0000,-4.28,6.23,265.38,36.24
42647,791027/0000,-3.14,-2.9,,36.83
42647,791027/1200,10.3,2.49,22.82,12.27
42647,791028/0000,7.53,4.7,68.58,20.67
42647,791029/0000,7,1.96,,33.47
42647,791029/1200,6.26,-0.19,101.36,26.4
42647,791030/0000,6.1,6.94,,100.56
42647,791030/1200,0.38,0.06,,50.31
42647,791031/0000,16.91,12.37,55.4,16.02
42647,791031/1200,3.81,-3.95,73.62,25.98
42647,790901/1200,4.1,-5.78,156.93,32.61
42647,790902/0000,-2.23,-5.18,,55.72
42647,790902/1200,-2.84,-5.5,281.39,65.65
42647,790903/0000,0.04,-2.02,239.59,41.08
42647,790903/1200,3.96,-0.52,247.62,44.8
42647,790904/0000,5.85,0.64,176.71,22.79
42647,790904/1200,0.53,-5.41,231.91,36.16
42647,790905/0000,-17.43,3.25,,54.06
42647,790905/1200,2.38,-2.88,380.7,33.28
42647,790906/0000,,-2.45,,47.97
42647,790906/1200,-2.3,-8.07,,40.26
42647,790907/0000,3.03,-4.7,177.79,36.25
42647,790907/1200,,-2.57,,0.44
42647,790908/1200,2.93,-2.33,,47.24
42647,790909/0000,4.12,-0.12,163.8,34.18
42647,790909/1200,4.86,-2.47,166.3,37
42647,790910/1200,1.59,-6.78,194.99,34.11
42647,790911/0000,,-1.95,,34.51
42647,790911/1200,1.22,-4.64,236.72,37.57
42647,790913/1200,,,,0
42647,790915/1200,-1.75,-6.45,220.18,44.62
42647,790916/0000,4.76,26.08,,50.21
42647,790916/1200,-0.41,-7.75,,44.79
42647,790917/0000,-1.1,-3.89,206.99,45.11
42647,790917/1200,-2.11,-3.72,206.58,42.97
42647,790918/0000,-2.48,-3.77,237.98,29.34
42647,790918/1200,7.59,-3.01,40.6,28.58
42647,790919/0000,3.15,1.85,,32.69
42647,790920/0000,-1.8,-3.83,,42.29
42647,790920/1200,3.72,1.13,153.39,36.53
42647,790921/0000,4.94,-0.88,140.99,37.05
42647,790921/1200,1.39,-6.33,183.95,80.88
42647,790922/0000,2.78,5.29,,28.25
42647,790922/1200,,-4.63,,31.77
42647,790924/0000,2.73,-2.32,135.38,35.83
42647,790924/1200,-88.93,-93.12,3928.86,42.12
42647,790925/0000,2.82,-5.4,142.01,42.1
42647,790926/1200,,7.38,,9.97
42647,790927/0000,4.85,-3.08,103.47,35.49
42647,790928/0000,-4.01,-2.19,304.41,40.87
42647,790928/1200,4.83,-3.42,,37.37
42647,790929/0000,4.7,39.95,137.59,24.73
42647,790930/0000,,-1.14,,25.24
42647,790930/1200,7.46,-5.3,95.61,31.41
42647,790801/0000,0.96,-0.63,244.18,75.29
42647,790801/1200,-4.74,-6.66,324.42,73.27
42647,790802/0000,-0.32,1.12,270.58,78.53
42647,790803/0000,-1.12,-3.4,249.8,66.79
42647,790803/1200,-0.91,-4.74,224.97,71.1
42647,790804/1200,5.54,-1.41,,38.69
42647,790805/0000,2.53,-0.79,226.01,62.95
42647,790805/1200,4.07,-2.05,,62.72
42647,790806/0000,1.04,0.87,355.99,77.24
42647,790807/0000,-0.9,-2.36,242.6,66.18
42647,790807/1200,3.26,3.03,227.09,60.65
42647,790808/0000,1.21,-0.44,459.2,59.87
42647,790808/1200,-0.16,-1.15,295.6,64.08
42647,790809/0000,-1.37,-1.67,,71.34
42647,790809/1200,1.82,-1.69,245.36,74.85
42647,790810/0000,-1.99,-6.09,241.6,59.56
42647,790810/1200,5.56,-1.43,261,50.92
42647,790811/0000,3.09,-0.11,245.01,67.64
42647,790811/1200,-1.35,-1.54,270.89,78.16
42647,790812/1200,3.3,-2.09,253,57.72
42647,790813/0000,6.31,0.15,218.8,52.94
42647,790813/1200,1.83,1.92,251.39,60.82
42647,790814/0000,1.99,1.02,241.62,23.97
42647,790815/0000,2.74,0.31,235.81,59.55
42647,790815/1200,0.6,-6.47,236.59,53.94
42647,790816/0000,-3.51,-5.59,,50.67
42647,790816/1200,-2.43,-4.18,275.61,49.3
42647,790817/0000,0.19,-2.1,,43.34
42647,790818/0000,1.33,1.39,252.82,43.46
42647,790818/1200,8.14,-0.16,213.39,33.73
42647,790819/0000,6.64,-2.09,109.21,33.1
42647,790819/1200,7.36,3.21,197.05,36.82
42647,790820/0000,13.94,-2.6,87.62,29.61
42647,790820/1200,4.23,-0.85,214.59,41.14
42647,790821/0000,14.59,5.07,138.41,17.03
42647,790821/1200,4.36,0.86,231.79,40.21
42647,790822/0000,4.11,1.56,228.02,36.84
42647,790823/0000,5.5,1.17,190.99,32.89
42647,790823/1200,4.75,-1.6,194.96,37.08
42647,790824/1200,1.1,-0.8,235.61,47.81
42647,790825/0000,3.71,0.93,212.81,52.7
42647,790826/0000,6.69,3.52,196.98,41.4
42647,790828/0000,8.67,3.97,175.43,37.58
42647,790828/1200,-2.94,-11.74,,62.3
42647,790829/0000,7.29,-1.54,151.59,36.32
42647,790830/0000,-48.85,-50.78,2304.6,59.16
42647,790830/1200,-1.74,-8.72,245.21,67.5
42647,790831/0000,-2.19,-2.76,260.99,62.79
42647,790701/0000,0.1,-2.51,257.18,42.61
42647,790701/1200,-26.07,-24.1,,30.88
42647,790702/0000,-7.22,-8.05,438.02,36.54
42647,790702/1200,1.94,-0.19,294.98,52.15
42647,790703/0000,5.44,3.6,280.81,43.53
42647,790703/1200,-3.25,-1.3,,51.29
42647,790704/0000,2.21,1.37,252.41,41.29
42647,790704/1200,1.06,-15.5,262.8,0
42647,790705/0000,-32.01,-36.49,1376.18,48.22
42647,790706/1200,0.97,65.01,225.59,22.43
42647,790707/0000,9.72,3.6,,48.63
42647,790707/1200,-8.8,-7.1,467.01,71.85
42647,790708/0000,-5.49,-5.3,312.19,74.58
42647,790709/0000,-1.75,-2.35,259.32,64.42
42647,790709/1200,-3.62,,,41.26
42647,790710/0000,3.57,28.73,278.19,62.8
42647,790710/1200,-2.76,-0.22,,89.72
42647,790711/0000,-1.43,-5.06,237.2,64.64
42647,790711/1200,,-0.04,,15.62
42647,790712/0000,-2.34,-0.04,320.21,80.06
42647,790712/1200,-4.68,-7.39,293.81,75.89
42647,790713/1200,29.31,28.14,,76.05
42647,790714/0000,-3.27,-3.95,286.99,68.75
42647,790714/1200,-17.42,-10.54,767.41,102.16
42647,790715/0000,-9.89,-8.32,495.79,70.38
42647,790715/1200,-4.77,-4.84,,79.91
42647,790716/0000,-2.71,-2.97,,73.4
42647,790716/1200,4.18,-1.2,266.21,59.11
42647,790717/0000,-4.08,-2.29,311.2,76.13
42647,790717/1200,-0.15,-1.6,,55.71
42647,790718/0000,60.82,1.1,,39.8
42647,790719/0000,-4.58,-4.37,,59.09
42647,790719/1200,58.01,50.04,,47.19
42647,790720/0000,0.9,-4.56,214,45.93
42647,790720/1200,0.46,-3.66,279.23,59.13
42647,790721/0000,1.44,-0.49,241.6,58.08
42647,790721/1200,1.41,-1.47,245.19,60.05
42647,790722/0000,0.35,-1.05,251.81,59.1
42647,790722/1200,3.52,-0.87,220.01,57.44
42647,790601/0000,1.1,25.8,127.01,31.9
42647,790601/1200,-2.84,-5.49,266.19,42.28
42647,790603/0000,-4.32,-6.11,284.01,48.29
42647,790603/1200,-4.08,-7.92,297.8,49.69
42647,790604/0000,-0.11,-6.46,127.99,29.2
42647,790605/0000,3.49,-2.51,99.98,29.23
42647,790605/1200,2.21,-7.15,203.41,33.32
42647,790606/0000,0.35,-5.85,150.99,33.27
42647,790606/1200,-4.3,-6.32,317.1,39.8
42647,790607/0000,6.46,-0.42,,18.77
42647,790607/1200,-0.52,-0.94,163.4,30.9
42647,790608/0000,2.89,-8.65,117.01,41
42647,790608/1200,-4.17,-3.86,296.23,46.35
42647,790609/0000,-0.48,-12.2,129,41.74
42647,790609/1200,-6.58,-5.34,425.79,47.44
42647,790610/0000,-1.07,-5.02,,48.86
42647,790610/1200,-6.28,-8.41,382.41,41.23
42647,790611/0000,7.26,-3.28,104.4,28.77
42647,790611/1200,3.24,-5.95,90.8,22.73
42647,790612/0000,3.89,-8.14,118.01,35.52
42647,790612/1200,-3.12,-8.01,250.54,33.34
42647,790613/0000,-12.41,-8.93,596.05,58.53
42647,790613/1200,0.7,-9.46,,42.54
42647,790614/0000,-7.28,-9.04,378.41,47.91
42647,790614/1200,60.49,9.05,40,21.99
42647,790615/0000,-4.3,-9.83,272.81,42.19
42647,790615/1200,-5.09,-10.25,307.39,34.14
42647,790616/0000,-5.76,-8.34,,57.91
42647,790616/1200,-1.15,-1.1,178.98,37.68
42647,790618/0000,1.88,-3.98,217.78,56.14
42647,790618/1200,-2.49,-6.33,246.01,49.71
42647,790619/0000,-7.09,-5.78,369.21,77.3
42647,790619/1200,-5.94,-7.57,340.6,69.8
42647,790620/0000,-0.52,-2.66,,48.68
42647,790620/1200,-5.9,-4.28,367.59,57.34
42647,790621/0000,1.18,-1.79,210.05,51.05
42647,790621/1200,-9.17,-5.01,445.2,89.23
42647,790622/0000,-3.15,-3.32,268.41,64.3
42647,790622/1200,-1.74,-3.32,,57.7
42647,790623/0000,-7.21,-8.14,371.8,72.93
42647,790624/1200,-4.19,-3.7,301.21,75.06
42647,790625/0000,-5.8,-4.49,,39.82
42647,790626/1200,-4.86,-7.23,294.05,80.37
42647,790627/1200,-2.86,-3.9,,76.12
42647,790628/0000,-1.64,-0.87,382.82,62.76
42647,790628/1200,-1.92,-4.55,268.98,69.34
42647,790629/0000,-6.45,-4.5,,84.81
42647,790629/1200,1.98,1.48,299.22,82.82
42647,790630/0000,2.97,1.67,250.79,60.34
42647,790630/1200,3.23,-1.43,243.44,54.21
42647,790501/0000,,,,0
42647,790501/1200,,,,0
42647,790502/0000,,12.68,,1.92
42647,790502/1200,,,,0
42647,790503/0000,,11.31,,9.85
42647,790503/1200,,,,0
42647,790504/0000,5.67,-4.92,99.81,18.91
42647,790504/1200,12.51,0.02,,14.51
42647,790505/0000,,9.88,,5.72
42647,790505/1200,,,,0
42647,790506/0000,7.5,2.38,92.42,24.96
42647,790506/1200,12.83,6.95,,11.11
42647,790507/0000,1.54,-7.03,55.8,28.57
42647,790507/1200,-4.09,-8.18,288.6,40.74
42647,790508/0000,1.08,-5.09,,28.22
42647,790508/1200,-18.11,-12.23,796.28,47.62
42647,790509/0000,1.2,-2.52,97.58,32.91
42647,790509/1200,-5.42,-25.79,351.4,53.34
42647,790510/0000,2.88,-4.58,50.41,24.33
42647,790510/1200,-0.22,-3.14,144.41,30.67
42647,790511/0000,0.13,1.24,149.92,24.01
42647,790511/1200,3.26,-2.63,109.79,24.04
42647,790512/0000,15.3,11.98,,11.14
42647,790512/1200,0.61,4.01,128.6,18.45
42647,790513/0000,9.82,5.21,82.4,13.36
42647,790513/1200,1.23,3.29,132.79,21.66
42647,790514/1200,,,,0
42647,790515/0000,,,,0
42647,790515/1200,3.29,-0.32,,11.75
42647,790516/0000,8.23,5.86,31.32,15.12
42647,790516/1200,,,,0
42647,790517/0000,6.72,-2.07,50,17.95
42647,790517/1200,3.04,0.37,167.78,36.08
42647,790518/0000,,7.39,,19.47
42647,790519/1200,2.52,-5.76,138.26,27.22
42647,790520/0000,-84.68,-79.34,3473.4,22.44
42647,790520/1200,-5.73,-11.44,358.19,43.15
42647,790521/0000,7.35,-4.97,125.91,29.85
42647,790521/1200,,-10.85,,44.32
42647,790522/0000,0.38,-5.98,228.61,39.96
42647,790522/1200,16.71,14.51,,18.53
42647,790523/0000,-4.22,-7.49,313.54,22.81
42647,790524/0000,51.67,-7.8,18.01,31.74
42647,790524/1200,-7.87,-11.31,458.8,44.44
42647,790525/0000,5.72,-6.8,38.78,16.89
42647,790525/1200,4.88,,,9.56
42647,790526/0000,5.72,-4.93,108.21,34.9
42647,790526/1200,-4.8,-9.55,330.8,49.21
42647,790527/0000,13.3,-8.59,,43.34
42647,790527/1200,-32.85,-39.38,1448.19,49.98
42647,790528/0000,-4.69,-8.52,325.39,49.53
42647,790528/1200,-23.7,-28.86,1099.31,41.13
42647,790529/0000,1.06,-0.61,,26.58
42647,790529/1200,-5.58,-2.38,389.01,38.18
42647,790530/0000,9.9,3.31,,18.68
42647,790530/1200,2.68,1.76,,29.55
42647,790531/1200,-39.87,-45.06,,28.32
42647,790401/0000,10.79,6.71,71.99,38.35
42647,790401/1200,,-6.14,,37.56
42647,790402/0000,,14.63,,14.95
42647,790402/1200,,,,0
42647,790404/0000,,,,0
42647,790404/1200,44.18,3.81,,17.06
42647,790405/0000,8.96,5.55,133.99,13.33
42647,790405/1200,2.48,3.91,120.39,16.42
42647,790406/1200,9.12,7.93,,17.55
42647,790407/1200,3.31,0,14.98,10.99
42647,790408/0000,,,,0
42647,790408/1200,-4.6,-8.06,,28.4
42647,790409/0000,4.87,10.9,,14.02
42647,790409/1200,4.41,1.98,74.55,19.23
42647,790410/1200,3.57,-1.58,,14.93
42647,790411/0000,,-7.55,,0
42647,790411/1200,0.53,-16.02,84.59,18.12
42647,790412/1200,-1.05,-11.51,152.6,21.14
42647,790413/0000,,,,0
42647,790413/1200,-5.9,-5.88,355.59,15.71
42647,790414/0000,,-2.24,,3.8
42647,790414/1200,1.6,-9.74,67.99,16.83
42647,790415/0000,-4.75,-10.4,337.81,30
42647,790415/1200,-6.42,-13.4,399.01,39.33
42647,790417/0000,,,,0
42647,790417/1200,,-13.87,,25
42647,790418/0000,0.35,-1.85,,22.6
42647,790418/1200,-3.25,-10.44,289.58,39.29
42647,790419/1200,1.76,2.19,140.19,19.88
42647,790421/0000,,5.6,,2.26
42647,790422/0000,,6.21,,4.24
42647,790422/1200,,,,0
42647,790423/0000,3.84,7.14,34.87,18.92
42647,790423/1200,,,,0
42647,790424/0000,13.93,12.54,,12.16
42647,790425/0000,,3.94,,4.39
42647,790425/1200,,,,0
42647,790426/0000,,,,5877
42647,790426/1200,-3.43,-17.43,249.92,36.18
42647,790427/1200,0.72,-9.62,62.59,23.97
42647,790428/0000,4.21,5.22,,20.22
42647,790428/1200,-1.43,-0.24,190.4,25.5
42647,790428/1800,-1.43,,210.41,
42647,790429/1200,,,,0
42647,790430/0000,6.27,3.28,67,20.17
42647,790430/1200,3.63,-1.93,71.08,17.32
42647,790301/0000,9.43,10.67,38.99,11.8
42647,790301/1200,,,,0
42647,790302/0000,1.26,-1.51,95.01,21.53
42647,790304/1200,1.55,-9.1,,29.94
42647,790305/0000,6.26,3.55,77.99,20.44
42647,790306/0000,8.44,3.67,,14.66
42647,790306/1200,5.05,5.74,199,19.17
42647,790307/0000,,15,,7.91
42647,790307/1200,,,,0
42647,790308/0000,,18.21,,0.69
42647,790309/0000,,,,0
42647,790309/1200,18.86,14.07,,14.85
42647,790310/0000,,24.87,,6.18
42647,790310/1200,,,,0
42647,790311/0000,,,,0
42647,790311/1200,7.46,3.01,68.4,17.86
42647,790313/0000,21.91,37.83,,24.75
42647,790314/1200,1.84,-8.49,179.02,32.22
42647,790315/0000,-39.51,-46.17,1768.12,31.61
42647,790315/1200,4.37,-4.33,155.8,18.67
42647,790316/0000,6.76,3.78,58,9.64
42647,790316/1200,5.05,3.65,81,10.41
42647,790317/0000,3.79,0.76,141.6,22.06
42647,790318/0000,,,,9.08
42647,790318/1200,,,,0
42647,790319/0000,6.04,7.1,136.57,26.9
42647,790319/1200,7.26,6.75,108.4,14.58
42647,790320/1200,5.89,2.69,71.98,14.91
42647,790321/0000,5.72,6.6,52.99,18.15
42647,790321/1200,2.97,-1.81,100.8,12.5
42647,790322/0000,,3.36,,11.67
42647,790324/0000,,3.49,,15.05
42647,790324/1200,,-6.01,,21.7
42647,790325/0000,,0.74,,18.18
42647,790326/0000,,0.82,,13.86
42647,790328/0000,12.46,5.7,,10
42647,790328/1200,-2.54,-13.02,246.42,32.88
42647,790329/0000,1.08,1.1,134.61,19.96
42647,790329/1200,,-12.45,,32.87
42647,790330/0000,7.32,0.2,113.02,37.87
42647,790330/1200,-2.18,-11.14,265.99,38.24
42647,790331/0000,6.34,6.45,117.32,31.2
42647,790331/1200,9.32,-5.06,126.08,15.94
42647,790201/0000,16.48,16.57,,6.71
42647,790201/1200,13.75,11.45,90,5.9
42647,790202/0000,16.87,17.13,96,6.71
42647,790202/1200,11.55,8,72.01,7.49
42647,790203/0000,16.36,17.6,61.01,4.01
42647,790204/0000,-40.31,-43.36,1972.39,6.11
42647,790204/1200,16.64,1.1,67.02,14.12
42647,790205/0000,,12.72,,2.69
42647,790206/0000,-2.25,-5.66,,12.44
42647,790206/1200,7.08,33.84,110.99,7.33
42647,790207/0000,34.28,18.03,98.02,5.66
42647,790207/1200,15.43,4.5,,11.66
42647,790208/0000,16.62,20.83,73,5.59
42647,790208/1200,,,,0
42647,790209/0000,,20.45,,2.26
42647,790210/1200,8.49,4.23,57.01,8.4
42647,790212/1200,,-2.66,,13.65
42647,790213/0000,,7.72,,5.9
42647,790213/1200,7.27,,43.98,12.53
42647,790214/0000,2.1,-1.34,125.4,19.53
42647,790214/1200,3.7,-4.22,183.32,18.41
42647,790215/0000,12.92,-2.28,127.36,14.23
42647,790216/0000,-29.28,-31.75,,14.03
42647,790217/0000,4.24,7.64,165.41,14.02
42647,790217/1200,5.66,-2.73,155.2,14.42
42647,790218/0000,6.87,-2.97,83.99,15.31
42647,790218/1200,-18.82,-12.44,1013.1,31.95
42647,790219/1200,3.12,26.28,145.8,8.52
42647,790220/0000,,72.35,,2.17
42647,790222/0000,,14.11,,2.16
42647,790222/1200,9.73,6,69.02,5.25
42647,790223/0000,,0.81,,0.58
42647,790223/1200,11.7,1.3,57.01,10.54
42647,790224/0000,,8.8,,3.86
42647,790224/1200,,,,21.56
42647,790226/1200,,,,0
42647,790227/0000,5.3,6.92,69.01,18.72
42647,790227/1200,,,,0
42647,790228/0000,,4.71,,4.44
42647,790228/1200,,-5.97,,15.58
42647,790101/0000,11.06,10.75,,10.52
42647,790101/1200,10.52,2.26,42,12.05
42647,790102/0000,,,,0
42647,790102/1200,13.16,7.25,43.01,10.06
42647,790103/1200,15.51,10.21,58.99,9.14
42647,790104/0000,20.35,23.62,,7.04
42647,790105/0000,11.7,14.39,51.01,7.48
42647,790105/1200,7.93,6.2,,16.25
42647,790106/0000,5.93,6.67,79.81,15.58
42647,790106/1200,6,-1.92,84.59,26.7
42647,790107/0000,,3.31,,27.78
42647,790107/1200,14.16,-6.23,61.01,27.19
42647,790108/0000,13.98,12.48,44,9.2
42647,790108/1200,12.64,4.02,27,11.47
42647,790109/0000,,8.12,,9
42647,790109/1200,12.12,3.89,26.98,9.79
42647,790110/0000,,7.06,,9.06
42647,790111/1200,6.5,-3.85,24.01,13.21
42647,790112/0000,-9.73,-5.13,562.01,9.98
42647,790112/1200,10.49,2.78,107.49,15.61
42647,790113/0000,9.2,9.13,53.01,16.45
42647,790113/1200,6.33,0.4,153.01,29.8
42647,790114/0000,2.4,2.5,145.41,21.96
42647,790115/0000,4.66,10.75,87,12.58
42647,790115/1200,4.23,1.75,111.6,12.22
42647,790116/1200,10.84,5.23,57.01,10.21
42647,790117/0000,,13.02,,4.79
42647,790118/0000,14.64,16.93,,7.35
42647,790118/1200,7.35,2.84,115.05,16.55
42647,790119/0000,11.83,9.24,42.99,11.71
42647,790119/1200,,2.83,,10.57
42647,790120/0000,,8.57,,7.62
42647,790120/1200,17.92,4.57,38.99,10.42
42647,790121/0000,,11.68,,8.42
42647,790121/1200,11.77,3.67,54,9.61
42647,790122/0000,2.82,7.67,131.19,19.74
42647,790122/1200,,1.24,,8.46
42647,790123/0000,,,,0
42647,790124/0000,9.77,16.44,,6.03
42647,790124/1200,2.01,-0.07,132.61,25.33
42647,790125/0000,-31.82,9.5,1679.74,47.71
42647,790125/1200,1.67,-5.79,128.99,27.05
42647,790126/0000,-1.27,0.56,213.19,36.19
42647,790126/1200,-0.2,-2.95,161.41,12.73
42647,790127/0000,1.22,1.63,134.74,26.88
42647,790127/1200,3.55,-1.36,119.8,22.28
42647,790128/0000,,9.51,,10.5
42647,790129/0000,14.29,13.54,51.81,10
42647,790129/1200,19.47,10.09,,7.15
42647,790130/1200,18.92,15.86,98,10.35
42647,790131/0000,,14.62,,0.35
42647,790131/0600,,9.4,,3.43
42647,790131/1200,,,,0
42647,781201/0000,,5.1,,0.92
42647,781201/1200,8.23,2.47,142.21,19.28
42647,781202/0000,4.55,0.16,78.2,18.69
42647,781202/1200,9.28,1.3,57.08,10.31
42647,781203/0000,34.25,30.5,,31.11
42647,781203/1200,16.87,5.51,49.01,14.91
42647,781204/0000,1.13,3.37,174.59,28.59
42647,781204/1200,6.66,5.65,157,26
42647,781206/0000,8.78,,176.8,21
42647,781206/1200,,9.54,,12.44
42647,781207/0000,,16.67,,7.52
42647,781207/1200,,41.46,,5.79
42647,781208/0000,,37.69,,4.41
42647,781208/1200,13.91,7.58,28.01,8.6
42647,781209/0000,,14.46,,6.92
42647,781209/1200,,14.38,,8
42647,781210/0000,,15.44,,4.37
42647,781210/1200,,9.29,,9.01
42647,781211/0000,,14.99,,0.84
42647,781211/1200,,5.29,,9.56
42647,781212/0000,,17.49,,5.54
42647,781213/0000,,12.11,,0.73
42647,781213/1200,,9.52,,0.52
42647,781214/0000,,14.8,,0.66
42647,781216/0000,12.15,2.33,27,4.48
42647,781217/1200,4.53,2.59,135.99,26.03
42647,781218/0000,7.5,10.13,95.4,29.49
42647,781218/1200,3.04,2.7,148.81,29.31
42647,781219/1200,-0.14,-1.58,174.39,36.93
42647,781220/0000,7.56,6.7,76.59,19.35
42647,781220/1200,11.1,4.95,39.98,20.25
42647,781221/0000,11.28,9.35,41.01,15.5
42647,781222/1200,10.66,2.59,38.78,13.28
42647,781223/0000,12.91,15.88,39.01,16.91
42647,781223/1200,39.25,10.94,52,6.08
42647,781224/0000,,,,15.79
42647,781224/1200,8.32,15.27,81.39,17.58
42647,781225/0000,8.88,13.22,52.99,17.98
42647,781225/1200,10.47,5.69,43.01,13.87
42647,781226/0000,2.52,9.16,109.41,12.76
42647,781227/1200,,12.56,,5.74
42647,781228/1200,,8.92,,12.43
42647,781229/0000,-2.4,12.71,230.59,10.09
42647,781229/1200,15.52,12.34,31,5.35
42647,781230/1200,,2.36,,0.66
42647,781231/0000,13.46,15.35,45.01,9.13
42647,781231/1200,12.83,4.27,53.01,10.6
42647,781101/0000,8.58,5.68,58.99,11.09
42647,781102/0000,11.12,8.08,60.99,10.97
42647,781103/1200,,,,0
42647,781104/0000,10.26,20,43.4,6.49
42647,781104/1200,,,,0
42647,781105/0000,7.42,11.61,118.01,11.42
42647,781105/1200,8.64,1.49,89.19,20.77
42647,781105/1800,,,,0
42647,781106/0000,14.31,13.48,15,9
42647,781107/0000,,3.94,,0.56
42647,781107/1200,-0.99,-5.53,225.21,44.68
42647,781108/1200,0.02,12.31,187.99,45.34
42647,781109/0000,-0.77,-3.8,,50.15
42647,781109/1200,1.91,-8.33,135.21,41
42647,781110/0000,-4.11,-6.46,278.98,50.5
42647,781110/1200,0.94,-7.56,165.38,39.04
42647,781111/0000,1.46,-5.61,164.58,45.94
42647,781111/1200,-3.88,-7.07,272.78,59.92
42647,781112/0000,2.63,-2.62,226.99,48.69
42647,781112/1200,-2.79,-10.22,,146.52
42647,781113/0000,-16.47,-19.54,1027.2,41.16
42647,781113/1200,-2.39,-5.99,394.89,58.47
42647,781114/0000,0.2,-2.94,219.17,37.52
42647,781114/1200,1.5,-3.28,189.59,43.1
42647,781115/0000,,3.75,,23.29
42647,781115/1200,10.81,-1.24,68.79,24.8
42647,781116/0000,2.59,4.68,188.61,19.35
42647,781118/0000,,17.86,,7.49
42647,781118/1200,7.48,4.34,,19.84
42647,781119/0000,3.26,-2.09,,30.62
42647,781119/1200,10.36,-0.92,58.99,15.43
42647,781120/0000,14.98,6.9,60,17.91
42647,781120/1200,8.56,1.05,59.98,11.7
42647,781121/1200,,4.98,,6.23
42647,781122/0000,,35.9,,2.08
42647,781122/1200,12.94,6.71,,8.81
42647,781123/0000,10.72,4.6,61.99,22.33
42647,781123/1200,12.18,7.39,60.99,16.34
42647,781124/1200,5.83,57.35,176.39,11.13
42647,781125/0000,18.77,10.52,69,20.24
42647,781126/0000,45.83,22.02,54.99,8.37
42647,781126/1200,,,,0
42647,781127/0000,,,,0
42647,781128/0000,-3,16.6,257.79,23.64
42647,781128/1200,0.05,2.26,168.19,39.68
42647,781129/0000,-4.69,-0.04,301.01,82.41
42647,781129/1200,3.78,2.52,189.39,47.21
42647,781130/1200,-1.44,-1.63,249.82,42.93
42647,781001/0000,-0.86,-4.17,173.38,32.97
42647,781002/0000,-0.2,0.24,211.19,39.34
42647,781002/1200,-0.63,-5.14,212.6,44.47
42647,781003/0000,-1.9,-3.63,224.39,41.78
42647,781003/1200,1.4,-4.32,217,44.83
42647,781004/0000,0.04,-1.45,,34.03
42647,781004/1200,5.96,-5.2,116.41,30.16
42647,781005/0000,3.69,-0.45,167.19,39.57
42647,781005/1200,-2.53,-6.82,235.61,42.14
42647,781006/0000,0.63,-1.07,205.99,41.06
42647,781007/0000,-1.06,-2.26,218.81,53.56
42647,781008/0000,0.01,0.21,204.38,42.85
42647,781008/1200,-0.53,-5.57,151.8,37.52
42647,781009/0000,5.98,1.76,84.98,24.7
42647,781010/0000,8.08,4.98,59.99,18.69
42647,781010/1200,13.45,7.06,27.99,13.2
42647,781011/0000,8.99,6.28,50.58,18.56
42647,781012/1200,-1.33,4.22,222.39,24.17
42647,781013/0000,6.61,3.83,92.2,18.63
42647,781014/0000,10.33,6.52,,12.44
42647,781014/1200,3.84,0.7,111.61,15.46
42647,781015/0000,11.91,8.88,52.02,11.55
42647,781016/0000,7.59,6.32,92.6,21.97
